2021,BigData,"Understanding the state of the Art in Animal detection and classification using computer vision technologies.",Gabriel S. Ferrante; Felipe Maciel Rodrigues; Fernando R. H. Andrade; Rudinei Goularte; Rodolfo Ipolito Meneguette,https://doi.org/10.1109/BigData52589.2021.9672049,null,C,no_arxiv,0
2023,Multimedia Tools Appl.,"Multimodal early fusion operators for temporal video scene segmentation tasks.",Antonio A. R. Beserra; Rudinei Goularte,https://doi.org/10.1007/s11042-023-14953-6,null,J,no_arxiv,0
2021,Multimedia Tools Appl.,"Temporal video scene segmentation using deep-learning.",Tiago Henrique Trojahn; Rudinei Goularte,https://doi.org/10.1007/s11042-020-10450-2,null,J,no_arxiv,0
