2020,Multimedia Tools Appl.,"Visual analysis for evaluation of community detection algorithms.",Claudio D. G. Linhares; Jean R. Ponciano; Fabíola S. F. Pereira; Luis E. C. Rocha; Jose Gustavo de Souza Paiva; Bruno A. N. Travençolo,https://doi.org/10.1007/s11042-020-08700-4,null,J,no_arxiv,0
2019,Computers & Graphics,"A scalable node ordering strategy based on community structure for enhanced temporal network visualization.",Claudio D. G. Linhares; Jean R. Ponciano; Fabíola S. F. Pereira; Luis E. C. Rocha; Jose Gustavo Paiva; Bruno A. N. Travençolo,https://doi.org/10.1016/j.cag.2019.08.006,null,J,no_arxiv,0
2019,The Visual Computer,"The Visual SuperTree: similarity-based multi-scale visualization.",Renato R. O. da Silva; Jose Gustavo de Souza Paiva; Guilherme P. Telles; Carlos E. A. Zampieri; Fábio P. Rolli; Rosane Minghim,https://doi.org/10.1007/s00371-019-01696-5,null,J,no_arxiv,0
