2017,SQJ,"Toward the characterization of software testing practices in South America: looking at Brazil and Uruguay.",Arilo Claudio Dias-Neto; Santiago Matalonga; Martín Solari; Gabriela Robiolo; Guilherme Horta Travassos,https://doi.org/10.1007/s11219-016-9329-3,null,J,no_arxiv
2014,TSE,"Supporting the Combined Selection of Model-Based Testing Techniques.",Arilo Claudio Dias-Neto; Guilherme Horta Travassos,https://doi.org/10.1109/TSE.2014.2312915,top,J,no_arxiv
