2016,IEEE TPDS,"Transparent and Optimized Distributed Processing on GPUs.",Andre Luiz Rocha Tupinamba; Alexandre Sztajnberg,https://doi.org/10.1109/TPDS.2016.2550445,top,J,no_arxiv,2
2015,Computer Comm.,"Improving peer neighborhood on P2P video distribution networks using Push/Pull protocol.",José António Oliveira; Felipe Prado; Flávia M. de Lima; Marcelo G. Rubinstein; Alexandre Sztajnberg,https://doi.org/10.1016/j.comcom.2014.12.007,null,J,no_arxiv,4
