2020,Machine Learning,"Transfer learning by mapping and revising boosted relational dependency networks.",Rodrigo Azevedo Santos; Aline Paes; Gerson Zaverucha,https://doi.org/10.1007/s10994-020-05871-x,null,J,no_arxiv,0
2019,Machine Learning,"Online probabilistic theory revision from examples with ProPPR.",Victor Guimarães 0001; Aline Paes; Gerson Zaverucha,https://doi.org/10.1007/s10994-019-05798-y,null,J,no_arxiv,0
2018,Inf. Sciences,"Revising the structure of Bayesian network classifiers in the presence of missing data.",Roosevelt Sardinha; Aline Paes; Gerson Zaverucha,https://doi.org/10.1016/j.ins.2018.02.011,null,J,no_arxiv,0
