2024,JSS,"Refactoring react-based Web apps.",Fabio Ferreira; Hudson Silva Borges; Marco Túlio Valente,https://doi.org/10.1016/j.jss.2024.112105,null,J,no_arxiv,0
2022,SPE,"On the (un-)adoption of JavaScript front-end frameworks.",Fabio Ferreira; Hudson Silva Borges; Marco Túlio Valente,https://doi.org/10.1002/spe.3044,null,J,no_arxiv,0
