2024,IEEE Trans. Net. Service  Mgmt.,"Decision-Making Support in IT Services Sourcing Management Through a System Dynamics Model.",Tárcio R. Bezerra; J. Antão B. Moura; Alberto Sampaio Lima; José Neuman de Souza,https://doi.org/10.1109/TNSM.2024.3398621,null,J,no_arxiv,0
2021,IEEE Trans. Net. Service  Mgmt.,"Business-Driven Support for Infrastructure as a Service Capacity Management Through System Dynamics Simulations.",Germano Fenner; Alberto Sampaio Lima; José Neuman de Souza; José Antão Beltrão Moura; Tárcio R. Bezerra,https://doi.org/10.1109/TNSM.2020.3044892,null,J,no_arxiv,0
