2017,GECCO,"Genetic algorithm for epidemic mitigation by removing relationships.",Fernando Concatto; Wellington Zunino; Luigi A. Giancoli; Rafael de Santiago; Luís C. Lamb,https://doi.org/10.1145/3071178.3071218,null,C,http://arxiv.org/abs/1707.05377v1,2
2017,Computers & OR,"Exact computational solution of Modularity Density Maximization by effective column generation.",Rafael de Santiago; Luís C. Lamb,https://doi.org/10.1016/j.cor.2017.04.013,null,J,no_arxiv,3
2017,EJOR,"Efficient modularity density heuristics for large graphs.",Rafael de Santiago; Luís C. Lamb,https://doi.org/10.1016/j.ejor.2016.10.033,null,J,no_arxiv,8
