2025,NFM,"Algorithmic Analysis of Event-B in Rewriting Logic.",Carlos Olarte; Daniel Osorio; Carlos Ramírez 0002; Camilo Rocha,https://doi.org/10.1007/978-3-031-93706-4_16,null,C,no_arxiv,0
2024,SCP,"Symbolic analysis and parameter synthesis for networks of parametric timed automata with global variables using Maude and SMT solving.",Jaime Arias 0001; Kyungmin Bae; Carlos Olarte; Peter Csaba Ölveczky; Laure Petrucci; Fredrik Rømming,https://doi.org/10.1016/j.scico.2023.103074,null,J,no_arxiv,0
2022,MSCS,"A linear logic framework for multimodal logics.",Bruno Xavier; Carlos Olarte; Elaine Pimentel,https://doi.org/10.1017/S0960129522000366,null,J,no_arxiv,0
2021,MSCS,"A focused linear logical framework and its application to metatheory of object logics.",Amy P. Felty; Carlos Olarte; Bruno Xavier,https://doi.org/10.1017/S0960129521000323,null,J,no_arxiv,0
