2019,Expert Systems Appl.,"Quality assessment of collaboratively-created web content with no manual intervention based on soft multi-view generation.",Luiz Felipe Gonçalves Magalhães; Marcos André Gonçalves; Sérgio Daniel Canuto; Daniel Hasan Dalip; Marco Cristo; Pável Calado,https://doi.org/10.1016/j.eswa.2019.04.053,null,J,no_arxiv,0
2020,EMSE,"Code and commit metrics of developer productivity: a study on team leaders perceptions.",Edson Oliveira 0001; Eduardo Fernandes; Igor Steinmacher; Marco Cristo; Tayana Conte; Alessandro Garcia 0001,https://doi.org/10.1007/s10664-020-09820-z,null,J,no_arxiv,0
