SE,3.25
PL,1.0
CHI,0.00
NET,1.79
DS,0.73
ARCH,0.00
HARDWARE,0.00
DBIS,0.00
IR,0.00
DATA,2.46
AI,5.76
THEORY,0.00
FORMAL,0.00
OR,0.00
SECURITY,0.00
VISION,0.73
GRAPHICS,2.0
ROBOTICS,0.66
CSE,0.00
BIO,0.00
CS,0.00
