SE,7.06
PL,0.00
CHI,0.73
NET,0.33
DS,0.00
ARCH,0.4
HARDWARE,0.00
DBIS,2.78
IR,1.33
DATA,0.00
AI,0.66
THEORY,0.00
FORMAL,0.00
OR,0.00
SECURITY,0.00
VISION,0.00
GRAPHICS,0.00
ROBOTICS,0.00
CSE,0.33
BIO,0.00
CS,0.4
