SE,2.0
PL,1.0
CHI,1.79
NET,14.77
DS,6.42
ARCH,16.16
HARDWARE,0.8
DBIS,0.33
IR,0.8
DATA,2.39
AI,5.49
THEORY,10.93
FORMAL,0.00
OR,9.57
SECURITY,8.19
VISION,13.16
GRAPHICS,4.58
ROBOTICS,0.00
CSE,1.99
BIO,2.97
CS,1.46
