2016,WG,"Geodetic Convexity Parameters for Graphs with Few Short Induced Paths.",Mitre Costa Dourado; Lucia Draque Penso; Dieter Rautenbach,https://doi.org/10.1007/978-3-662-53536-3_3,null
2014,LATIN,"Connected Greedy Colourings.",Fabrício Benevides; Victor A. Campos; Mitre Costa Dourado; Simon Griffiths; Robert Morris 0001; Leonardo Sampaio; Ana Silva,https://doi.org/10.1007/978-3-642-54423-1_38,null
