2018,ICML,"Binary Partitions with Approximate Minimum Impurity.",Eduardo Sany Laber; Marco Molinaro; Felipe de A. Mello Pereira,http://proceedings.mlr.press/v80/laber18a.html,top,C
2014,ICML,"Diagnosis determination: decision trees optimizing simultaneously worst and expected testing cost.",Ferdinando Cicalese; Eduardo Sany Laber; Aline Medeiros Saettler,http://jmlr.org/proceedings/papers/v32/cicalese14.html,top,C
