2016,LATIN,"Improved Approximation Algorithms for Capacitated Fault-Tolerant k-Center.",Cristina G. Fernandes; Samuel P. de Paula; Lehilton L. C. Pedrosa,https://doi.org/10.1007/978-3-662-49529-2_33,null
2014,LATIN,"Approximation Algorithms for the Max-Buying Problem with Limited Supply.",Cristina G. Fernandes; Rafael Crivellari Saliba Schouery,https://doi.org/10.1007/978-3-642-54423-1_61,null
