2014,SCP,"Using a trope-based foundational ontology for bridging different areas of concern in ontology-driven conceptual modeling.",Giancarlo Guizzardi; Veruska Zamborlini,https://doi.org/10.1016/j.scico.2014.02.022,null,J
2014,RE,"Non-functional requirements as qualities, with a spice of ontology.",Feng-Lin Li; Jennifer Horkoff; John Mylopoulos; Renata S. S. Guizzardi; Giancarlo Guizzardi; Alexander Borgida; Lin Liu 0001,https://doi.org/10.1109/RE.2014.6912271,null,C
