2018,IST,"A systematic mapping study on game-related methods for software engineering education.",Maurício Ronny de Almeida Souza; Lucas Veado; Renata Teles Moreira; Eduardo Figueiredo; Heitor Costa,https://doi.org/10.1016/j.infsof.2017.09.014,null,J
2016,SCP,"Avoiding code pitfalls in Aspect-Oriented Programming.",Adriano Lages dos Santos; Péricles Alves; Eduardo Figueiredo; Fabiano Cutigi Ferrari,https://doi.org/10.1016/j.scico.2015.12.003,null,J
2015,SPLC,"Defining metric thresholds for software product lines: a comparative study.",Gustavo Vale; Danyllo Albuquerque; Eduardo Figueiredo; Alessandro F. Garcia,http://doi.acm.org/10.1145/2791060.2791078,null,C
2014,SCP,"On the use of feature-oriented programming for evolving software product lines - A comparative study.",Gabriel Coutinho Sousa Ferreira; Felipe Nunes Gaia; Eduardo Figueiredo; Marcelo de Almeida Maia,https://doi.org/10.1016/j.scico.2013.10.010,null,J
2014,SCP,"A quantitative and qualitative assessment of aspectual feature modules for evolving software product lines.",Felipe Nunes Gaia; Gabriel Coutinho Sousa Ferreira; Eduardo Figueiredo; Marcelo de Almeida Maia,https://doi.org/10.1016/j.scico.2014.03.006,null,J
