2014,SCP,"Efficient static checker for tainted variable attacks.",Andrei Rimsa; Marcelo d'Amorim; Fernando Magno Quintão Pereira; Roberto da Silva Bigonha,https://doi.org/10.1016/j.scico.2013.03.012,null,J
2014,PLDI,"Compositional solution space quantification for probabilistic software analysis.",Mateus Borges; Antonio Filieri; Marcelo d'Amorim; Corina S. Pasareanu; Willem Visser,http://doi.acm.org/10.1145/2594291.2594329,top,C
