2016,Networking,"Efficient virtual network isolation in multi-tenant data centers on commodity ethernet switches.",Heitor Moraes; Marcos Augusto M. Vieira; Ítalo Cunha; Dorgival O. Guedes,https://doi.org/10.1109/IFIPNetworking.2016.7497251,null
2015,IM,"Ethanol: Software defined networking for 802.11 Wireless Networks.",Henrique Moura; Gabriel V. C. Bessa; Marcos Augusto M. Vieira; Daniel F. Macedo,https://doi.org/10.1109/INM.2015.7140315,null
