2017,IST,"Test case design for context-aware applications: Are we there yet?",Ismayle de Sousa Santos; Rossana Maria de Castro Andrade; Lincoln S. Rocha; Santiago Matalonga; Káthia Marçal de Oliveira; Guilherme Horta Travassos,https://doi.org/10.1016/j.infsof.2017.03.008,null,J
2017,SQJ,"Quality characteristics and measures for human-computer interaction evaluation in ubiquitous systems.",Rainara M. Carvalho; Rossana Maria de Castro Andrade; Káthia Marçal de Oliveira; Ismayle de Sousa Santos; Carla Ilane Moreira Bezerra,https://doi.org/10.1007/s11219-016-9320-z,null,J
2013,SCP,"MobiLine: A Nested Software Product Line for the domain of mobile and context-aware applications.",Fabiana Gomes Marinho; Rossana M. C. Andrade; Cláudia Werner; Windson Viana; Marcio E. F. Maia; Lincoln S. Rocha; Eldânae Teixeira; João Bosco Ferreira Filho; Valéria Lelli Leitão Dantas; Fabrício Lima; Saulo B. de Aguiar,https://doi.org/10.1016/j.scico.2012.04.009,null,J
