1,2017,IM,"A distributed NFV orchestrator based on BDI reasoning.",UFRGS,Frederico Schardong; Ingrid Nunes; Alberto E. Schaeffer Filho,https://doi.org/10.23919/INM.2017.7987270,null
2,2017,IM,"INSpIRE: Integrated NFV-based Intent Refinement Environment.",UFRGS,Eder J. Scheid; Cristian Cleder Machado; Muriel Figueredo Franco; Ricardo Luis dos Santos; Ricardo J. Pfitscher; Alberto E. Schaeffer Filho; Lisandro Zambenedetti Granville,https://doi.org/10.23919/INM.2017.7987279,null
3,2016,NOMS,"ATLANTIC: A framework for anomaly traffic detection, classification, and mitigation in SDN.",UFRGS,Anderson Santos da Silva; Juliano Araujo Wickboldt; Lisandro Zambenedetti Granville; Alberto E. Schaeffer Filho,https://doi.org/10.1109/NOMS.2016.7502793,null
4,2016,NOMS,"ASTORIA: A framework for attack simulation and evaluation in smart grids.",UFRGS,Alexandre Gustavo Wermann; Marcelo Cardoso Bortolozzo; Eduardo Germano da Silva; Alberto E. Schaeffer Filho; Luciano Paschoal Gaspary; Marinho P. Barcellos,https://doi.org/10.1109/NOMS.2016.7502822,null
5,2015,IM,"Capitalizing on SDN-based SCADA systems: An anti-eavesdropping case-study.",UFRGS,Eduardo Germano da Silva; Luis Augusto Dias Knob; Juliano Araujo Wickboldt; Luciano Paschoal Gaspary; Lisandro Zambenedetti Granville; Alberto E. Schaeffer Filho,https://doi.org/10.1109/INM.2015.7140289,null
6,2015,IM,"Policy authoring for software-defined networking management.",UFRGS,Cristian Cleder Machado; Juliano Araujo Wickboldt; Lisandro Zambenedetti Granville; Alberto E. Schaeffer Filho,https://doi.org/10.1109/INM.2015.7140295,null
7,2014,NOMS,"Management patterns: SDN-enabled network resilience management.",UFRGS,Paul Smith; Alberto E. Schaeffer Filho; David Hutchison; Andreas Mauthe,https://doi.org/10.1109/NOMS.2014.6838323,null
8,2013,IM,"PReSET: A toolset for the evaluation of network resilience strategies.",UFRGS,Alberto E. Schaeffer Filho; Andreas Mauthe; David Hutchison; Paul Smith; Yue Yu; Michael Fry,http://ieeexplore.ieee.org/document/6572987/,null
