2017,GECCO,"An embedded system architecture based on genetic algorithms for mission and safety planning with UAV.",Jesimar da Silva Arantes; Márcio da Silva Arantes; Claudio Fabiano Motta Toledo; Onofre Trindade Júnior; Brian C. Williams,http://doi.acm.org/10.1145/3071178.3071302,null
2016,GECCO,"A Hybrid Multi-Population Genetic Algorithm for UAV Path Planning.",Márcio da Silva Arantes; Jesimar da Silva Arantes; Claudio Fabiano Motta Toledo; Brian Charles Williams,http://doi.acm.org/10.1145/2908812.2908919,null
