1,2017,ICPC,"The discipline of preprocessor-based annotations does #ifdef TAG n't #endif matter.",PUC-Rio; UFAL; UNB,Romero Malaquias; Márcio Ribeiro; Rodrigo Bonifácio; Eduardo Monteiro; Flávio Medeiros; Alessandro Garcia; Rohit Gheyi,https://doi.org/10.1109/ICPC.2017.41,null
2,2016,MSR,"Understanding the exception handling strategies of Java libraries: an empirical study.",UFRN; UNB,Demóstenes Sena; Roberta Coelho; Uirá Kulesza; Rodrigo Bonifácio,http://doi.acm.org/10.1145/2901739.2901757,null
