1,2014,LATIN,"Hierarchical Complexity of 2-Clique-Colouring Weakly Chordal Graphs and Perfect Graphs Having Cliques of Size at Least 3.",UFRJ,Hélio B. Macêdo Filho; Raphael C. S. Machado; Celina M. H. de Figueiredo,https://doi.org/10.1007/978-3-642-54423-1_2,null
2,2013,WG,"The Same Upper Bound for Both: The 2-Page and the Rectilinear Crossing Numbers of the n-Cube.",UFRJ,Luérbio Faria; Celina M. H. de Figueiredo; R. Bruce Richter; Imrich Vrto,https://doi.org/10.1007/978-3-642-45043-3_22,null
