2018,DSN,"Byzantine Fault-Tolerant Atomic Multicast.",Paulo R. Coelho; Tarcisio Ceolin Junior; Alysson Bessani; Fernando Luís Dotti; Fernando Pedone,https://doi.org/10.1109/DSN.2018.00017,null,C
2017,ICDCS,"High Performance Recovery for Parallel State Machine Replication.",Odorico Machado Mendizabal; Fernando Luís Dotti; Fernando Pedone,https://doi.org/10.1109/ICDCS.2017.193,null,C
2017,SRDS,"Reconfiguring Parallel State Machine Replication.",Eduardo Alchieri; Fernando Luís Dotti; Odorico Machado Mendizabal; Fernando Pedone,https://doi.org/10.1109/SRDS.2017.23,null,C
