2017,INTERACT,"Towards Participatory Prototyping with Older Adults with and Without Cognitive Impairment: Challenges and Lessons Learned.",Luã Marcelo Muriana; Heiko Horst Hornung,https://doi.org/10.1007/978-3-319-67744-6_23,null
2013,INTERACT,"Gesture-Based Interaction in Domotic Environments: State of the Art and HCI Framework Inspired by the Diversity.",Ana Carla de Carvalho Correia; Leonardo Cunha de Miranda; Heiko Horst Hornung,https://doi.org/10.1007/978-3-642-40480-1_19,null
