2017,CVPR,"The Surfacing of Multiview 3D Drawings via Lofting and Occlusion Reasoning.",Anil Usumezbas; Ricardo Fabbri; Benjamin B. Kimia,https://doi.org/10.1109/CVPR.2017.485,top
2016,ECCV,"From Multiview Image Curves to 3D Drawings.",Anil Usumezbas; Ricardo Fabbri; Benjamin B. Kimia,https://doi.org/10.1007/978-3-319-46493-0_5,top
