2018,PDP,"A Parallel Implementation of WAND on GPUs.",Roussian R. A. Gaioso; Veronica Gil Costa; Hélio Guardia; Hermes Senger,https://doi.org/10.1109/PDP2018.2018.00011,null,C
2016,PDP,"Black-Box Optimization of Hadoop Parameters Using Derivative-Free Optimization.",Diego Desani; Veronica Gil Costa; Cesar A. C. Marcondes; Hermes Senger,https://doi.org/10.1109/PDP.2016.35,null,C
