2017,CCGrid,"PRIVAaaS: privacy approach for a distributed cloud-based data analytics platforms.",Tânia Basso; Regina Moraes; Nuno Antunes; Marco Vieira; Walter Santos; Wagner Meira Jr.,https://doi.org/10.1109/CCGRID.2017.136,null
2016,CCGrid,"Faster: A Low Overhead Framework for Massive Data Analysis.",Matheus Santos; Wagner Meira Jr.; Dorgival O. Guedes; Virgílio A. F. Almeida,https://doi.org/10.1109/CCGrid.2016.90,null
