2014,JCDL,"Community-based endogamy as an influence indicator.",Thiago H. P. Silva; Mirella M. Moro; Ana Paula Couto da Silva; Wagner Meira Jr.; Alberto H. F. Laender,https://doi.org/10.1109/JCDL.2014.6970152,null
2013,JCDL,"Aggregating productivity indices for ranking researchers across multiple areas.",Harlley Lima; Thiago H. P. Silva; Mirella M. Moro; Rodrygo L. T. Santos; Wagner Meira Jr.; Alberto H. F. Laender,http://doi.acm.org/10.1145/2467696.2467715,null
