2017,PAM,"A Characterization of Load Balancing on the IPv6 Internet.",Rafael Almeida; Osvaldo L. H. M. Fonseca; Elverton C. Fazzion; Dorgival O. Guedes; Wagner Meira Jr.; Ítalo S. Cunha,https://doi.org/10.1007/978-3-319-54328-4_18,null
2016,Networking,"Efficient virtual network isolation in multi-tenant data centers on commodity ethernet switches.",Heitor Moraes; Marcos Augusto M. Vieira; Ítalo Cunha; Dorgival O. Guedes,https://doi.org/10.1109/IFIPNetworking.2016.7497251,null
