2016,ICPR,"Subexpression and dominant symbol histograms for spatial relation classification in mathematical expressions.",Frank D. Julca-Aguilar; Nina S. T. Hirata; Harold Mouchère; Christian Viard-Gaudin,https://doi.org/10.1109/ICPR.2016.7900167,null
2014,ICPR,"A Machine Learning Based Method for Staff Removal.",Igor dos Santos Montagner; Roberto Hirata Jr.; Nina S. T. Hirata,https://doi.org/10.1109/ICPR.2014.545,null
