2018,IEEE TE,"An Instructional Feedback Technique for Teaching Project Management Tools Aligned With PMBOK.",Rafael Queiroz Gonçalves; Christiane Gresse von Wangenheim; Jean C. R. Hauck; Andreia Zanella,https://doi.org/10.1109/TE.2017.2774766,null,J
2017,Computers & Education,"How games for computing education are evaluated? A systematic literature review.",Giani Petri; Christiane Gresse von Wangenheim,https://doi.org/10.1016/j.compedu.2017.01.004,null,J
2015,IEEE TE,"Experimental Evaluation of a Serious Game for Teaching Software Process Modeling.",Rafael Oliveira Chaves; Christiane Gresse von Wangenheim; Julio Cezar Costa Furtado; Sandro Ronaldo Bezerra Oliveira; Alex Santos; Eloi Luiz Favero,https://doi.org/10.1109/TE.2015.2411573,null,J
