2016,IROS,"Visibility maps for any-shape robots.",Tiago Pereira do Nascimento; Manuela M. Veloso; António Paulo Moreira,https://doi.org/10.1109/IROS.2016.7759619,null,C
2013,ICRA,"Perception-driven multi-robot formation control.",Aamir Ahmad; Tiago Pereira do Nascimento; André Gustavo Scolari Conceição; António Paulo Moreira; Pedro U. Lima,https://doi.org/10.1109/ICRA.2013.6630821,null,C
