2018,Inf Syst,"VazaDengue: An information system for preventing and combating mosquito-borne diseases with social networks.",Leonardo da Silva Sousa; Rafael Maiani de Mello; Diego Cedrim; Alessandro Garcia; Paolo Missier; Anderson G. Uchôa; Anderson Oliveira; Alexander B. Romanovsky,https://doi.org/10.1016/j.is.2018.02.003,null,J
2014,CAiSE,"On the Effectiveness of Concern Metrics to Detect Code Smells: An Empirical Study.",Juliana Padilha; Juliana Alves Pereira; Eduardo Figueiredo; Jussara M. Almeida; Alessandro Garcia; Cláudio Sant'Anna,https://doi.org/10.1007/978-3-319-07881-6_44,null,C
