2017,CLOUD,"A Robust Scheduler for Workflow Ensembles under Uncertainties of Available Bandwidth.",Thiago Augusto Lopes Genez; Luiz Fernando Bittencourt; Rizos Sakellariou; Edmundo Roberto Mauro Madeira,https://doi.org/10.1109/CLOUD.2017.70,null
2016,UCC,"A flexible scheduler for workflow ensembles.",Thiago A. L. Genez; Luiz F. Bittencourt; Rizos Sakellariou; Edmundo R. M. Madeira,http://doi.acm.org/10.1145/2996890.2996910,null
2014,UCC,"Reducing Costs in Cloud Application Execution Using Redundancy-Based Scheduling.",Cristiano C. A. Vieira; Luiz F. Bittencourt; Edmundo R. M. Madeira,https://doi.org/10.1109/UCC.2014.20,null
