2014,SCP,"Efficient static checker for tainted variable attacks.",Andrei Rimsa; Marcelo d'Amorim; Fernando Magno Quintão Pereira; Roberto da Silva Bigonha,https://doi.org/10.1016/j.scico.2013.03.012,null,J
2014,SCP,"The formalization and implementation of Adaptable Parsing Expression Grammars.",Leonardo Vieira dos Santos Reis; Roberto da Silva Bigonha; Vladimir Oliveira Di Iorio; Luís Eduardo de Souza Amorim,https://doi.org/10.1016/j.scico.2014.02.020,null,J
