2018,PR,"A variational approach to non-rigid image registration with Bregman divergences and multiple features.",Daniela Portes L. Ferreira; Eraldo Ribeiro; Célia A. Zorzo Barcelos,https://doi.org/10.1016/j.patcog.2017.12.015,null,J
2017,PRL,"Texture characterization via deterministic walks' direction histogram applied to a complex network-based image transformation.",Leandro N. Couto; André R. Backes; Célia A. Zorzo Barcelos,https://doi.org/10.1016/j.patrec.2017.07.013,null,J
