2016,FSE,"TIPMerge: recommending experts for integrating changes across branches.",Catarina Costa; Jair Figueiredo; Leonardo Murta; Anita Sarma,http://doi.acm.org/10.1145/2950290.2950339,top
2015,SANER,"Niche vs. breadth: Calculating expertise over time through a fine-grained analysis.",Jose Ricardo da Silva Jr.; Esteban Clua; Leonardo Murta; Anita Sarma,https://doi.org/10.1109/SANER.2015.7081851,null
