2018,SDM,"A Novel Genetic Algorithm for Feature Selection in Hierarchical Feature Spaces.",Pablo Nascimento da Silva; Alexandre Plastino; Alex Alves Freitas,https://doi.org/10.1137/1.9781611975321.83,null
2014,ECML/PKDD,"Distinct Chains for Different Instances: An Effective Strategy for Multi-label Classifier Chains.",Pablo Nascimento da Silva; Eduardo Corrêa Gonçalves; Alexandre Plastino; Alex Alves Freitas,https://doi.org/10.1007/978-3-662-44851-9_29,null
