2015,IST,"A systematic literature review on the barriers faced by newcomers to open source software projects.",Igor Steinmacher; Marco Aurélio Graciotto Silva; Marco Aurélio Gerosa; David F. Redmiles,https://doi.org/10.1016/j.infsof.2014.11.001,null,J
2013,JSS,"A scoping study on the 25 years of research into software testing in Brazil and an outlook on the future of the area.",Vinicius Humberto Serapilha Durelli; Rodrigo Fraxino Araujo; Marco Aurélio Graciotto Silva; Rafael Alves Paes de Oliveira; José Carlos Maldonado; Márcio Eduardo Delamaro,https://doi.org/10.1016/j.jss.2012.10.012,null,J
