1,2017,ICSME,"How Long and How Much: What to Expect from Summer of Code Participants?",UTFPR; IME/USP,Jefferson De Oliveira Silva; Igor Scaliante Wiese; Daniel M. Germán; Igor Fabio Steinmacher; Marco Aurélio Gerosa,https://doi.org/10.1109/ICSME.2017.81,null
2,2016,ICSE,"Overcoming open source project entry barriers with a portal for newcomers.",UTFPR; IME/USP,Igor Steinmacher; Tayana Uchôa Conte; Christoph Treude; Marco Aurélio Gerosa,http://doi.acm.org/10.1145/2884781.2884806,top
3,2016,ICSME,"A Validated Set of Smells in Model-View-Controller Architectures.",IME/USP,Mauricio Finavaro Aniche; Gabriele Bavota; Christoph Treude; Arie van Deursen; Marco Aurélio Gerosa,https://doi.org/10.1109/ICSME.2016.12,null
4,2016,ICSME,"Who is Who in the Mailing List? Comparing Six Disambiguation Heuristics to Identify Multiple Addresses of a Participant.",UTFPR; IME/USP,Igor Scaliante Wiese; José Teodoro da Silva; Igor Steinmacher; Christoph Treude; Marco Aurélio Gerosa,https://doi.org/10.1109/ICSME.2016.13,null
5,2016,SANER,"More Common Than You Think: An In-depth Study of Casual Contributors.",UFPA; UTFPR; IME/USP,Gustavo Pinto 0001; Igor Steinmacher; Marco Aurélio Gerosa,https://doi.org/10.1109/SANER.2016.68,null
