2015,ISSRE,"Experience report: Can software testing education lead to more reliable code?",Otávio Augusto Lazzarini Lemos; Fabiano Cutigi Ferrari; Fábio Fagundes Silveira; Alessandro F. Garcia,https://doi.org/10.1109/ISSRE.2015.7381829,null
2014,MSR,"Thesaurus-based automatic query expansion for interface-driven code search.",Otávio Augusto Lazzarini Lemos; Adriano Carvalho de Paula; Felipe Capodifoglio Zanichelli; Cristina Videira Lopes,http://doi.acm.org/10.1145/2597073.2597087,null
