2018,IEEE Software,"Microservices: The Journey So Far and Challenges Ahead.",Pooyan Jamshidi; Claus Pahl; Nabor C. Mendonça; James Lewis; Stefan Tilkov,https://doi.org/10.1109/MS.2018.2141039,null,J
2017,SPE,"Pattern-based multi-cloud architecture migration.",Pooyan Jamshidi; Claus Pahl; Nabor C. Mendonça,https://doi.org/10.1002/spe.2442,null,J
